wl,Male 1,Male 2,Male 3,Male 4,Male 5,Male 6,Male 7,Male 8,Male 9,Male 10,Male 11,Andromorph 1,Andromorph 2,Andromorph 3,Andromorph 4,Andromorph 5,Andromorph 6,Andromorph 7,Andromorph 8,Andromorph 9,Andromorph 10,Andromorph 11,Andromorph 11 1,Andromorph 12,Andromorph 13,Andromorph 14,Andromorph 15,Andromorph 16,Andromorph 17,Gynomorph 1,Gynomorph 2,Gynomorph 3,Gynomorph 4,Gynomorph 5,Gynomorph 6,Gynomorph 7,Gynomorph 8,Gynomorph 9,Gynomorph 10,Gynomorph 11,Gynomorph 12,Gynomorph 13,Gynomorph 14,Gynomorph 15,Gynomorph 16,Gynomorph 17,Gynomorph 18,Gynomorph 19,Gynomorph 20,bkg 1,bkg 2,bkg 3,bkg 4,bkg 5,bkg 6,bkg 7,bkg 8,bkg 9,bkg 10,bkg 11,bkg 12,bkg 13,bkg 14,bkg 15,bkg 16,bkg 17,bkg 18,bkg 19,bkg 20,bkg 21
300,6.131666667,3.716666667,2.893333333,3.755,4.07,3.345,4.3375,2.341666667,4.24,5.638,2.2875,3.75,3.49,2.11,2.466666667,1.518,3.502,2.893333333,3.9775,3.55,3.16,3.045,2.56,2.83,5.2875,5.843333333,2.805,3.36,4.3,2.05,2.5125,0.92,3.504,1.6,2.596,2.7275,1.792,3.42,1.468,1.9,1.245,1.5375,2.101666667,2.1975,1.495,2.653333333,3.7225,2.1,1.166666667,6.688897849,8.718870968,9.92483871,7.871792115,10.35150538,3.477777778,8.695430108,10.49389785,6.345591398,11.6602509,10.11426523,8.8509319,12.81591398,3.573727599,11.15949821,6.593512545,9.965913978,7.19702509,8.295125448,5.940358423,5.267706093
301,6.137969452,3.751455526,2.942030548,3.799454178,4.100575023,3.346954178,4.368477089,2.369636119,4.230253369,5.610943396,2.306954178,3.768908356,3.483180593,2.125,2.495363881,1.574,3.537908356,2.925211141,4.002385445,3.558690027,3.17703504,3.049339623,2.602183288,2.869272237,5.232702156,5.807663971,2.779339623,3.293602875,4.288362534,2.063973816,2.483908356,0.914636119,3.549309973,1.614339623,2.613908356,2.756408356,1.803471698,3.443477089,1.490598383,1.904339623,1.244847259,1.541408356,2.098180593,2.213362534,1.490316712,2.621725067,3.686206199,2.073180593,1.168544474,6.817297844,8.636091644,10.02654987,7.954483378,10.30168913,3.521725067,8.862587601,10.57071429,6.478122192,11.88842767,10.1209973,9.03279425,12.81839173,3.691761006,11.30045822,6.676397125,10.03632075,7.219083558,8.434519317,6.171913747,5.473486074
302,6.165440251,3.730862534,2.932605571,3.806954178,4.089712489,3.375,4.372830189,2.405363881,4.252264151,5.626172507,2.375977089,3.765431267,3.49507637,2.161886792,2.492605571,1.562781671,3.528345013,2.93,3.984784367,3.548954178,3.194264151,3.057284367,2.653045822,2.909712489,5.252931267,5.864636119,2.851522911,3.326226415,4.343692722,2.084351174,2.4925,0.931743037,3.558080863,1.6125,2.577908356,2.704885445,1.792,3.428692722,1.471126685,1.892715633,1.22884097,1.527068733,2.099492363,2.199669811,1.496522911,2.638544475,3.726307278,2.111590297,1.166015274,6.97893531,8.827412399,10.00045822,8.013773585,10.1908805,3.397394429,8.870660377,10.6286186,6.607987421,11.95480683,10.09306379,9.114501348,12.7214735,3.587681941,11.37017071,6.732506739,10.03188005,7.09754717,8.446990117,6.142911051,5.508445642
303,6.175,3.7,2.913333333,3.8175,4.093333333,3.395,4.3975,2.448333333,4.254,5.582,2.3675,3.79,3.51,2.165,2.48,1.572,3.522,2.94,3.98,3.556,3.208,3.095,2.64,2.936666667,5.2125,5.786666667,2.82,3.303333333,4.295,2.081428571,2.46,0.926666667,3.552,1.6,2.572,2.685,1.796,3.3925,1.45,1.8975,1.24,1.5425,2.098333333,2.18,1.5225,2.57,3.8,2.076666667,1.185,7.2675,9.08,10.19,8.25,10.38333333,3.59,8.955,10.9475,6.826666667,12.19666667,10.45666667,9.276666667,12.98,3.893333333,11.6,7.153333333,10.3,7.303333333,8.84,6.523333333,5.81
304,6.19,3.661743037,2.955651393,3.869238544,4.149272237,3.393477089,4.425431267,2.47992363,4.273126685,5.523654987,2.369669811,3.816954178,3.550287511,2.235498653,2.457969452,1.608,3.554,2.968697215,4.000215633,3.573563342,3.22251752,3.127385445,2.653908356,2.969559749,5.132830189,5.774061096,2.810431267,3.288697215,4.244022911,2.125213708,2.505431267,0.951590297,3.500436658,1.646192722,2.609390836,2.704022911,1.837735849,3.414022911,1.48651752,1.912715633,1.247969452,1.540215633,2.109128482,2.180215633,1.520215633,2.541590297,3.836192722,2.024348607,1.202749326,7.478450135,9.311725067,10.34040431,8.576208446,10.46214735,3.737798742,9.165202156,11.34462938,7.241096137,12.61111411,10.81950584,9.359119497,13.34735849,4.064312668,11.67532794,7.416630728,10.38964286,7.500826595,8.955040431,6.573602875,5.962875112
305,6.160363881,3.722030548,2.974366577,3.887614555,4.153638814,3.386954178,4.413362534,2.466226415,4.223654987,5.531816712,2.411408356,3.797816712,3.559272237,2.236302785,2.468849955,1.648781671,3.564274933,3.001455526,4.006752022,3.545563342,3.202781671,3.124454178,2.67,2.961302785,5.1425,5.766091644,2.857385445,3.320575023,4.295862534,2.139195225,2.512614555,0.963333333,3.506873315,1.673706199,2.639746631,2.705229111,1.858873315,3.411637466,1.502619946,1.880545822,1.210727763,1.515545822,2.073333333,2.186408356,1.496408356,2.599847259,3.809137466,2.038697215,1.195287511,7.625660377,9.370687332,10.61563342,8.754483378,10.36230009,3.815938904,9.228504043,11.49543127,7.388697215,12.62260557,10.88206649,9.274636119,13.38758311,4.003063792,11.63839173,7.553638814,10.45345013,7.563333333,9.009002695,6.584402516,5.769155436
306,6.115332435,3.725480683,2.879775382,3.844555256,4.095777179,3.404110512,4.437944744,2.503149147,4.254177898,5.553024259,2.477169811,3.805889488,3.502740341,2.219555256,2.480368373,1.633466307,3.51328841,2.962740341,3.950943396,3.55871159,3.237423181,3.13111186,2.69,2.995112309,5.19111186,5.769631627,2.89083558,3.346001797,4.353557951,2.104824798,2.45138814,0.922740341,3.508221024,1.634555256,2.594043127,2.658221024,1.804221024,3.36027628,1.450932615,1.898167116,1.228333333,1.555222372,2.103000899,2.21861186,1.5125,2.664519317,3.800613208,2.058077268,1.214519317,7.693598383,9.403544474,10.97043127,8.864141959,10.41850854,3.831769991,9.401765499,11.56233154,7.316136568,12.61155436,10.8251752,9.366657682,13.39843666,3.963252471,11.63955076,7.628140162,10.52582884,7.446208446,8.99754717,6.440359389,5.748436658
307,6.09106469,3.67901168,2.801419587,3.850208895,4.073827493,3.41180593,4.462708895,2.542515723,4.265444744,5.555832884,2.550902965,3.815,3.504537287,2.221203953,2.4137646,1.625444744,3.499444744,2.954321653,3.936273585,3.574592992,3.245148248,3.166273585,2.70212938,3.035031447,5.194467655,5.813333333,2.921967655,3.399784366,4.40787062,2.107658837,2.449838275,0.914043126,3.444091644,1.60287062,2.537574124,2.611273585,1.763018868,3.30856469,1.433444744,1.923773585,1.24024708,1.56287062,2.124537287,2.24680593,1.52680593,2.67574124,3.84462938,2.109784366,1.23893531,7.64717655,9.35222372,10.86509434,8.80524708,10.36700809,3.778301887,9.31032345,11.69690027,7.262255166,12.74836478,10.86771788,9.3562354,13.51176101,4.108274933,11.78231806,7.675372866,10.70057951,7.346451033,8.912686433,6.30787062,5.81296496
308,6.069537287,3.680296496,2.728580413,3.841138814,4.033728661,3.402277628,4.442425876,2.54313567,4.253762803,5.531940701,2.584777628,3.789703504,3.493629829,2.235296496,2.415345912,1.596355795,3.443266846,2.915148248,3.860444744,3.567762803,3.24497035,3.157425876,2.699407008,3.044851752,5.20962938,5.772938006,2.89606469,3.412938006,4.423490566,2.091894494,2.445148248,0.913629829,3.428533693,1.562648248,2.484237197,2.544009434,1.722118598,3.256509434,1.384296496,1.913638814,1.249802336,1.576138814,2.110759209,2.207574124,1.510990566,2.671419587,3.827203504,2.128086254,1.220660378,7.671314016,9.483814016,11.10059299,8.896864331,10.42587601,3.589209344,9.244649596,11.74980458,7.168185085,12.40672956,10.89254268,9.309110512,13.60141959,4.169604672,11.86788859,7.765184187,10.6775,7.286864331,8.883333333,6.439407008,5.897987421
309,6.037954955,3.619387387,2.675441442,3.823621622,4.005441442,3.373567568,4.448418919,2.553432432,4.237751351,5.532205405,2.585256757,3.778567568,3.498432432,2.234963964,2.433945946,1.585427027,3.414324324,2.910612613,3.827702703,3.571221622,3.237794595,3.155662162,2.702648649,3.042990991,5.192040541,5.757207207,2.914081081,3.427891892,4.422756757,2.084254826,2.455405405,0.919387387,3.409102703,1.540202703,2.461264865,2.523621622,1.70052973,3.203824324,1.363794595,1.894283784,1.245135135,1.554283784,2.101765766,2.174945946,1.507243243,2.666594594,3.825,2.088162162,1.188603604,7.617040541,9.47772973,11.07448649,8.881891892,10.49789189,3.464162162,9.007648649,11.77786486,7.098018018,12.22306306,10.78828829,9.246594595,13.56727928,4.076396396,11.80311712,7.638630631,10.58739189,7.243945946,8.810396396,6.212378378,5.820684685
310,5.960734235,3.637288288,2.702792793,3.843722973,4.014342343,3.287324324,4.420871622,2.505774775,4.170091892,5.566605405,2.634304054,3.72,3.484882883,2.194572072,2.455117117,1.615816216,3.408837838,2.925891892,3.823547297,3.524464865,3.190324324,3.123662162,2.623486486,3.014882883,5.226804054,5.775351351,2.950932432,3.482018018,4.490932432,2.042223939,2.418195946,0.891702703,3.415767568,1.528256757,2.484048649,2.558432432,1.700372973,3.196804054,1.385816216,1.869243243,1.221936937,1.510405405,2.072054054,2.139709459,1.458952703,2.669459459,3.798722973,2.119072072,1.144882883,7.535412162,9.24477027,10.96767568,8.787828829,10.56589189,3.46318018,8.899540541,11.75279054,6.924648649,12.3107027,10.70046847,9.188918919,13.54442342,4.026513514,11.68100901,7.490774775,10.58470946,7.218531532,8.882333333,6.18109009,5.831396396
311,5.957495495,3.645837838,2.693315316,3.834351351,3.984702703,3.249162162,4.406662162,2.494720721,4.153827027,5.571005405,2.609162162,3.682486486,3.469153153,2.191243243,2.465837838,1.615654054,3.386151351,2.912756757,3.830189189,3.503491892,3.174,3.092081081,2.598324324,2.978054054,5.213959459,5.770828829,2.947081081,3.474720721,4.510837838,2.030826255,2.418743243,0.900828829,3.416172973,1.481432432,2.470151351,2.549986486,1.691978378,3.182067568,1.384486486,1.837283784,1.198189189,1.486662162,2.043747748,2.126040541,1.424581081,2.667225225,3.70372973,2.133621621,1.103468468,7.296040541,8.874540541,10.63075676,8.384918919,10.2921982,3.236918919,8.822945946,11.45537838,6.619675676,12.14637838,10.2805045,8.992468468,13.27441441,3.682468468,11.38081081,7.137477477,10.32374324,6.919981982,8.614144144,5.905261261,5.588882883
312,5.918581081,3.677162162,2.673288289,3.814222973,3.953288289,3.252837838,4.397094595,2.514684684,4.149108108,5.575459459,2.605405405,3.663513514,3.449504505,2.169009009,2.491441441,1.626243243,3.368243243,2.914234234,3.810337838,3.499945946,3.189108108,3.104256757,2.608513514,2.975675676,5.255405405,5.733828829,2.950777027,3.472882883,4.532905405,1.998339768,2.364662162,0.88,3.44172973,1.458885135,2.457405405,2.544256757,1.681108108,3.169594595,1.357108108,1.854222973,1.195180181,1.524222973,2.043986487,2.1125,1.427804054,2.634819819,3.72097973,2.159594595,1.097364865,7.075912162,8.708581081,10.28486486,8.20536036,10.0695045,3.027207207,8.641621622,11.25591216,6.307387387,11.90067568,9.913063063,8.797252252,13.10166667,3.691351351,11.27711712,6.978963964,10.25614865,6.832927928,8.431711712,5.787882883,5.496441441
313,5.88344115,3.653009883,2.712902066,3.847136119,3.996181492,3.260080863,4.397621294,2.563279425,4.158161725,5.53445283,2.587378706,3.699757412,3.430269542,2.165107817,2.509407008,1.66974124,3.393644205,2.96967655,3.829757412,3.52387062,3.23180593,3.117621294,2.64967655,3.003279425,5.198025606,5.677367476,2.902904313,3.430485175,4.48782345,1.984308818,2.335,0.853387241,3.431773585,1.502055256,2.47574124,2.587095687,1.697708895,3.194838275,1.395514825,1.8925,1.23325247,1.540121294,2.079946092,2.107702156,1.447540431,2.593656783,3.765242588,2.113333333,1.113360287,6.759555256,8.588787062,9.87,7.963009883,9.973225517,2.981284816,8.622088949,10.98745957,6.033495058,11.58451932,9.702309075,8.683333333,12.76956873,3.542201258,11.00430368,6.781284816,9.951091644,6.526127583,8.251716083,5.465534591,5.364887691
314,5.855648649,3.623135135,2.751441442,3.877351351,3.975225225,3.285,4.377202703,2.599054054,4.149491892,5.528778378,2.596121622,3.718432432,3.430648649,2.152513513,2.499351351,1.701491892,3.387016216,2.981243243,3.821567568,3.542627027,3.240389189,3.166864865,2.64,3.038756757,5.16627027,5.649405405,2.925635135,3.429405405,4.469702703,1.975907336,2.305337838,0.843981982,3.438745946,1.502202703,2.481491892,2.594851351,1.709372973,3.199067568,1.405254054,1.905783784,1.240423423,1.549364865,2.088756757,2.113918919,1.462648649,2.559603603,3.734594595,2.114828829,1.118756757,6.730810811,8.746783784,9.711189189,7.966162162,9.977261261,3.064576577,8.612675676,10.81813514,6.034720721,11.42358559,9.639243243,8.638702703,12.66163964,3.62,10.97203604,6.778252252,9.893432432,6.598108108,8.230342342,5.451387387,5.422036036
315,5.828702703,3.677963964,2.784432432,3.860405405,3.951837838,3.306945946,4.371810811,2.641396397,4.146562162,5.476335135,2.556391892,3.735837838,3.394810811,2.131108108,2.556288288,1.722659459,3.373989189,3.008882883,3.826797297,3.561891892,3.247556757,3.151391892,2.66,3.061117117,5.153472973,5.605747748,2.911256757,3.36981982,4.438608108,1.935158301,2.24,0.830738739,3.504108108,1.489851351,2.505102703,2.595824324,1.731102703,3.226378378,1.416659459,1.8825,1.248801802,1.544310811,2.098522522,2.105418919,1.459445946,2.492036036,3.671797297,2.065369369,1.088522522,6.675378378,8.476324324,9.688864865,7.938486486,9.782720721,2.898648649,8.611081081,10.68231081,5.986810811,11.15976577,9.400306306,8.43972973,12.39972973,3.23809009,10.74936937,6.640504505,9.659364865,6.436252252,8.210108108,5.429369369,5.140306306
316,5.802567567,3.664864865,2.77272072,3.845,3.914828829,3.311837838,4.398621622,2.65727928,4.154713514,5.518,2.616581081,3.745459459,3.392990991,2.114693694,2.550612613,1.753081081,3.35852973,3.018774775,3.813621622,3.557448649,3.249816216,3.156121622,2.661837838,3.058468468,5.189337838,5.644522523,2.983851351,3.420612613,4.456378378,1.928571429,2.226351351,0.815135135,3.494551351,1.463621622,2.505448649,2.593391892,1.745102703,3.224540541,1.41452973,1.88272973,1.247432433,1.568648649,2.095306306,2.108189189,1.464540541,2.509693694,3.595405405,2.083639639,1.088045045,6.617567568,8.464891892,9.700918919,7.940468468,9.724252252,2.93027027,8.762648649,10.65448649,6.135405405,11.29077477,9.494864865,8.489279279,12.42877477,3.169045045,10.77153153,6.681153153,9.701067568,6.487585586,8.209009009,5.301189189,5.145441441
317,5.780297298,3.647531532,2.753333333,3.842054054,3.862738739,3.331918919,4.349108108,2.662648648,4.153589189,5.512,2.6175,3.781918919,3.334702702,2.094315315,2.528126126,1.746713514,3.347178378,3.006666667,3.79,3.553178378,3.221286486,3.115067568,2.665891892,3.035981982,5.212945946,5.607945946,2.986405405,3.446576577,4.501405405,1.91542085,2.184040541,0.79,3.480518919,1.425513514,2.478,2.574486486,1.752767568,3.216540541,1.388821622,1.875,1.24436036,1.578527027,2.073036036,2.107054054,1.459486486,2.514522522,3.501540541,2.134522522,1.091711712,6.457675676,8.404324324,9.463837838,7.705891892,9.578126126,2.848720721,8.69972973,10.47931081,5.897171171,11.07333333,9.53809009,8.358954955,12.39868468,3.135621622,10.74972973,6.515981982,9.483391892,6.464702703,7.957855856,5.174882883,5.101279279
318,5.781666667,3.625,2.695,3.77625,3.791666667,3.3275,4.34625,2.714166667,4.169,5.454,2.57,3.8125,3.3,2.13,2.531666667,1.713,3.292,2.965,3.70875,3.581,3.251,3.125,2.705,3.063333334,5.16,5.536666667,2.92875,3.4,4.4175,1.942857143,2.19625,0.818333334,3.473,1.3875,2.425,2.51,1.698,3.1625,1.332,1.90125,1.275,1.605,2.0875,2.10875,1.4875,2.481666667,3.55125,2.076666667,1.111666667,6.5125,8.255,9.53,7.741666667,9.4,2.903333333,8.7625,10.5275,5.94,10.98333333,9.4,8.361666667,12.425,3.153333333,10.575,6.465,9.4575,6.455,7.786666667,4.993333333,4.988333333
319,5.720207207,3.57836036,2.671783784,3.767878378,3.747855856,3.270891892,4.297945946,2.680684685,4.105124324,5.413643243,2.549932432,3.77,3.31,2.118036036,2.511963964,1.712713514,3.280248649,2.971279279,3.662297297,3.521535135,3.193945946,3.0475,2.72,3.05,5.120378378,5.49990991,2.905445946,3.363837838,4.339283784,1.931135135,2.156986486,0.823333333,3.431945946,1.407878378,2.396605405,2.476851351,1.693783784,3.136405405,1.301891892,1.866986486,1.234225225,1.563527027,2.070342342,2.071608108,1.449486486,2.450594594,3.567432432,2.025297298,1.070297298,6.540256757,8.277108108,9.664378378,7.691585586,9.449027027,2.941765766,8.658891892,10.47594595,6.010936937,10.99962162,9.518792793,8.259387387,12.43634234,3.282864865,10.6825045,6.411261261,9.481189189,6.459261261,7.927423423,4.789945946,4.934234234
320,5.645569105,3.4399458,2.528644986,3.67148374,3.653224933,3.23,4.301341463,2.69300813,4.077430894,5.350113821,2.501565041,3.771341463,3.253577236,2.081341463,2.477859079,1.649365854,3.202650407,2.889295393,3.553313008,3.499788618,3.165430894,3.035447154,2.690894309,3.044525745,5.012682927,5.440542006,2.843841463,3.285718157,4.254065041,1.892833914,2.138170732,0.82,3.372504065,1.306930894,2.297723577,2.383313008,1.619577236,3.068313008,1.231902439,1.84495935,1.214525745,1.561341463,2.05800813,2.0825,1.441565041,2.379051491,3.48245935,1.950894309,1.054227642,6.845792683,8.41304878,9.837317073,7.747913279,9.614878049,3.064227642,8.938577236,10.5870122,6.214769648,11.28886179,9.835176152,8.511192412,12.54742547,3.229539295,10.69780488,6.535230352,9.529288618,6.488509485,8.176883469,4.899810298,5.061355014
321,5.623198198,3.404612613,2.451009009,3.620756757,3.596396397,3.221162162,4.289824324,2.665387387,4.041697297,5.338302703,2.508662162,3.723486486,3.262558559,2.093315315,2.472324324,1.589675676,3.16507027,2.823567567,3.509594595,3.460162162,3.126162162,2.994418919,2.673837838,3.013837838,5.047527027,5.450774775,2.896162162,3.348216216,4.269040541,1.906362934,2.158837838,0.843063063,3.345535135,1.231716216,2.237837838,2.303635135,1.581372973,3.006513514,1.195232432,1.817121622,1.191936937,1.574243243,2.028855856,2.046918919,1.428081081,2.381279279,3.502905405,1.998720721,1.040522522,7.238635135,8.625243243,10.06394595,7.96427027,9.622990991,3.211675676,9.057972973,11.00924324,6.605117117,11.60120721,10.13508108,8.732252252,12.80628829,3.570234234,11.13733333,6.715081081,9.860324324,6.889423423,8.488846847,5.175513514,5.230126126
322,5.571612466,3.312475158,2.416883469,3.603387534,3.59129178,3.217100271,4.316693767,2.681237579,4.036130081,5.343224932,2.509918699,3.698550136,3.232149955,2.053170731,2.401508582,1.567550136,3.13297019,2.783441735,3.47201897,3.456130081,3.144775068,2.984193767,2.663224932,3.033550136,5.065081301,5.466666667,2.918224932,3.381074977,4.280806233,1.883039101,2.144674797,0.805483288,3.262390244,1.209275068,2.216905149,2.280243902,1.572905149,2.977581301,1.184130081,1.835806233,1.212258356,1.615724932,2.041129178,2.07,1.447581301,2.376449864,3.43201897,2.034408311,1.068224932,7.30653794,8.495813008,10.23872629,8.02398374,9.63828365,3.355808491,9.09098916,11.17259485,6.673233966,11.71914182,10.24119241,8.862059621,12.97958446,3.702899729,11.17634146,6.768608853,9.938319783,6.909259259,8.478726287,5.314001807,5.399141825
323,5.550822042,3.256169829,2.418608853,3.614031165,3.619304426,3.154850949,4.304552846,2.652014454,3.981463415,5.299642276,2.459552846,3.699850949,3.219403794,2.043283649,2.353233965,1.577224932,3.145224932,2.756169829,3.446903794,3.437940379,3.125940379,2.979403794,2.659105691,3.012836495,5.004701897,5.405474255,2.874180217,3.376567299,4.23197832,1.925842044,2.169776423,0.820298103,3.186,1.23697832,2.184867209,2.286531165,1.561701897,2.957052846,1.191284553,1.810149051,1.190149051,1.627127371,2.038333333,2.04,1.437052846,2.316766035,3.426680217,2.030099368,1.086815718,7.492655827,8.729336043,10.23463415,8.172990063,9.771400181,3.701147245,8.885081301,11.28802846,6.832095754,11.96179765,10.3763234,9.122746161,13.15766938,4.151644083,11.55822042,7.021300813,10.06705962,7.038563686,8.538066847,5.309954833,5.66403794
324,5.52,3.225962059,2.337886179,3.530386179,3.561047877,3.093143631,4.252357724,2.641829268,3.949360434,5.272845528,2.453428184,3.650514905,3.216323396,2.057809395,2.295429088,1.495886179,3.074308943,2.681219512,3.360386179,3.412834688,3.097886179,2.957757453,2.548401084,2.985257453,4.976842818,5.389485095,2.855928184,3.361580849,4.213556911,1.964514131,2.188556911,0.839295393,3.141886179,1.180657182,2.098514905,2.218414634,1.518731707,2.919342818,1.130731707,1.78354336,1.177619693,1.586700542,2.020076784,2.016571816,1.415785908,2.34369467,3.401714092,2.067199638,1.065514905,7.315941734,8.364457995,9.933658537,8.175654923,9.639810298,3.554209575,8.778170732,11.03710027,6.676151762,11.74649503,10.13262873,8.768762421,12.91175248,4.108780488,11.08908762,6.78,9.832371274,6.851219512,8.430551039,5.171562782,5.359467028
325,5.514074074,3.24962963,2.298148148,3.5125,3.554444444,3.068888889,4.243333333,2.623888889,3.919777778,5.255111111,2.415555556,3.611666667,3.253703704,2.055555556,2.298518519,1.478444444,3.046666667,2.631481481,3.325555556,3.386666667,3.087777778,2.934722222,2.498888889,2.960370371,4.911666667,5.378518519,2.841666667,3.33,4.160277778,1.974285714,2.213888889,0.85962963,3.164444444,1.174444444,2.071111111,2.186666667,1.511333333,2.91,1.128222222,1.766388889,1.159814815,1.579166667,2.012407408,2.016944444,1.388888889,2.290740741,3.390555556,2.058888889,1.047592593,7.261944444,8.116666667,10.33888889,8.326296296,9.652592593,3.596296296,8.926111111,11.01416667,6.714814815,11.9237037,10.21407407,8.846666667,12.7537037,4.002962963,11.17074074,6.961111111,9.953333333,6.974444444,8.603333333,5.24037037,5.355555556
326,5.463726288,3.275392954,2.336151762,3.529227642,3.56897019,3.080406504,4.239044715,2.59501355,3.905560976,5.203219512,2.391361789,3.630772358,3.250785908,2.004498645,2.298211382,1.483382114,3.090764228,2.652818428,3.354613821,3.383089431,3.067252033,2.931565041,2.464634146,2.953604336,4.856544715,5.334878048,2.795386179,3.295392954,4.136158537,1.920348432,2.156747967,0.815392954,3.191707317,1.22,2.125853659,2.23,1.540764228,2.979044715,1.176926829,1.761361789,1.153482385,1.593292683,2.007967479,2.025792683,1.385589431,2.233062331,3.338455285,2.047425474,1.054119241,7.349207317,8.215,10.46837398,8.63598916,9.970460705,3.613062331,9.054227642,11.07278455,6.768726287,11.75940379,10.29921409,8.918211382,12.68818428,4.153604336,11.38176152,7.249457995,10.1026626,7.140216802,8.645121951,5.578373984,5.542249322
327,5.468247516,3.335483288,2.349268292,3.53695122,3.568193315,3.076355014,4.19054878,2.55960253,3.902168022,5.133897019,2.381355014,3.59,3.239828365,2.007258356,2.349096658,1.487560976,3.091831978,2.681698284,3.349661247,3.372813008,3.044065041,2.904065041,2.46,2.929376694,4.822371274,5.292258356,2.77601626,3.29395664,4.101822493,1.942857143,2.17101626,0.818473352,3.251457995,1.234789973,2.149289973,2.256612466,1.554476965,2.998306233,1.196102981,1.748387534,1.142795845,1.579065041,1.998925023,2.012581301,1.36453252,2.187118338,3.37046748,2.011355014,1.026495031,7.352567751,8.109552846,10.47813008,8.875465221,9.928690154,3.552863595,9.030067751,10.90087398,6.640542005,11.5734869,10.3403252,9.006196929,12.74789521,4.122583559,11.50389341,7.288690154,9.950873984,7.043423668,8.550433604,5.609421861,5.611743451
328,5.456951219,3.349503162,2.348012647,3.521382114,3.516594399,3.025,4.133617886,2.503333333,3.852850949,5.149105691,2.390372629,3.548617886,3.272411924,2.02,2.299503162,1.467105691,3.061658537,2.67092141,3.328455285,3.361490515,3.040894309,2.883245257,2.425745257,2.911915086,4.837872629,5.295248419,2.812818428,3.29092141,4.082127371,1.981095625,2.189681572,0.823902439,3.247447154,1.245,2.14804336,2.249254743,1.532254743,2.991382114,1.190850949,1.741117886,1.148866305,1.526436314,1.977163505,1.973245257,1.360745257,2.224823848,3.372445799,2.07,1.001169828,7.365047425,7.995094851,10.49170732,8.929430894,10.097028,3.585383921,8.894146341,10.95521003,6.821129178,11.48006323,10.5795122,9.051987353,12.8903523,4.367163505,11.67921409,7.433965673,10.15802846,7.145736224,8.559503162,5.699783198,5.846946703
329,5.405921409,3.325663956,2.322845528,3.521077236,3.478590786,2.923617886,4.043597561,2.391924119,3.744878049,5.039154472,2.324268293,3.424308943,3.218075881,1.972357724,2.221869918,1.458,3.017138211,2.675691057,3.286422764,3.259447154,2.924601626,2.797520325,2.3,2.805745257,4.716097561,5.203333333,2.725711382,3.195718157,3.991097561,1.949953543,2.157479675,0.787100271,3.20796748,1.238922764,2.125430894,2.246422764,1.517707317,2.963211382,1.165154472,1.672865854,1.053130082,1.416443089,1.915731707,1.881463415,1.268963415,2.159051491,3.280345528,2.009539295,0.89097561,7.30054878,7.887073171,10.49422764,8.958536585,10.11650407,3.510352304,8.60995935,10.76569106,6.69802168,11.50528455,10.79701897,8.850379404,12.99227642,4.357506775,11.59607046,7.223658537,10.02924797,7.030677507,8.621111111,5.842872629,5.8699729
330,5.416671196,3.413315217,2.320063406,3.492574728,3.466711957,2.885013587,3.972567935,2.326711957,3.700027174,5.013978261,2.364959239,3.350054348,3.213324275,1.961702899,2.316567029,1.472005435,3.032016304,2.680036232,3.275013587,3.194048913,2.862043478,2.745040761,2.210163043,2.756666667,4.697466033,5.213269927,2.717486413,3.209972826,3.982459239,1.962884317,2.165013587,0.800009058,3.281934783,1.242561141,2.122032609,2.26502038,1.53001087,2.952540761,1.156027174,1.630027174,1.018374094,1.357567935,1.858387681,1.815033967,1.230013587,2.173324275,3.265061141,2.049918478,0.84169837,7.179796196,7.909701087,10.2,8.806286232,10.1729529,3.476105072,8.619347826,10.71451087,6.686394928,11.41269022,10.87259058,8.776150362,13.00250906,4.20307971,11.25996377,7.169583333,9.881922554,7.139483696,8.849393116,5.769356884,5.716467391
331,5.378617886,3.370162601,2.290406504,3.457621951,3.390162601,2.909390244,3.973231707,2.337926829,3.715512195,4.991658537,2.367378049,3.352073171,3.226666667,1.968333333,2.265447155,1.440829268,3.003317073,2.642926829,3.223963415,3.218829268,2.878682927,2.739695122,2.284146341,2.788455284,4.691036585,5.197886179,2.73945122,3.179268293,3.997682927,1.956376306,2.1875,0.807235772,3.260682927,1.233536585,2.128243902,2.221158537,1.528,2.926036585,1.130829268,1.679695122,1.062926829,1.384268293,1.878821138,1.853658537,1.2875,2.205528455,3.251646341,2.040243903,0.862154472,7.030609756,7.893536585,10.0295122,8.728699187,10.16495935,3.332764228,8.686829268,10.58926829,6.479105691,11.33764228,10.89276423,8.662113821,12.81617886,3.987560976,11.07268293,6.770406504,9.78402439,7.015934959,8.935934959,5.739512195,5.726829268
