wl,Male 1,Male 2,Male 3,Male 4,Male 5,Male 6,Male 7,Male 8,Male 9,Male 10,Male 11,Male 12,Male 13,Male 14,Male 15,Male 16,Male 17,Male 18,Male 19,Male 20,Male 21,Male 22,Andromorph 1,Andromorph 2,Andromorph 3,Andromorph 4,Andromorph 5,Andromorph 6,Andromorph 7,Andromorph 8,Andromorph 9,Andromorph 10,Andromorph 11,Andromorph 11 1,Andromorph 12,Andromorph 13,Andromorph 14,Andromorph 15,Andromorph 16,Andromorph 17,Andromorph 18,Andromorph 19,Gynomorph 1,Gynomorph 2,Gynomorph 3,Gynomorph 4,Gynomorph 5,Gynomorph 6,Gynomorph 7,Gynomorph 8,Gynomorph 9,Gynomorph 10,Gynomorph 11,Gynomorph 12,Gynomorph 13,Gynomorph 14,Gynomorph 15,Gynomorph 16,Gynomorph 17,Gynomorph 18,Gynomorph 19,Gynomorph 20,Gynomorph 21,bkg 1,bkg 2,bkg 3,bkg 4,bkg 5,bkg 6,bkg 7,bkg 8,bkg 9,bkg 10,bkg 11,bkg 12,bkg 13,bkg 14,bkg 15,bkg 16,bkg 17,bkg 18,bkg 19,bkg 20,bkg 21
300,2.813333333,2.058333333,8.7475,3.4975,4.543333333,7.922,3.99,6.796666667,1.308,9.05,6.368,4.8075,2.8475,4.858333333,3.3,3.0775,7.535,6.485,3.6675,10.1175,4.543333333,3.4,1.53,3.416666667,3.4975,2.482,7.026,7.0425,1.82,6.59,4.742,2.933333333,4.9325,1.7325,2.22,6.405,8.195,2.505,4.235,2.46,8.886666667,4.6225,1.832857143,2.81,1.23,1.095,0.863333333,0.893333333,3.2325,1.25,0.98,1.235,1.265,1.445,1.16,1.19,0.94,1.525,1.12,1.668,1.61,1.55,2.42,6.688897849,8.718870968,9.92483871,7.871792115,10.35150538,3.477777778,8.695430108,10.49389785,6.345591398,11.6602509,10.11426523,8.8509319,12.81591398,3.573727599,11.15949821,6.593512545,9.965913978,7.19702509,8.295125448,5.940358423,5.267706093
301,2.837816712,2.090651393,8.822729111,3.522614555,4.537893082,7.900598383,4.104803235,6.82,1.342690027,9.082253369,6.390253369,4.825862534,2.864339623,4.864483379,3.318544474,3.114022911,7.540862534,6.501839623,3.693908356,10.09836253,4.551877808,3.405431267,1.555363881,3.418544474,3.522614555,2.476345013,7.048,7.074568733,1.840575023,6.621471698,4.799654987,3.002030548,4.959022911,1.766954178,2.222816712,6.389770889,8.151725067,2.466725067,4.261954178,2.460862534,8.849119497,4.613793801,1.82200231,2.817412399,1.243045822,1.069885445,0.860575023,0.939636119,3.234225067,1.247816712,0.980747978,1.250134771,1.2975,1.472931267,1.147816712,1.188690027,0.937270889,1.526839623,1.125938904,1.64303504,1.556610512,1.530422282,2.399885445,6.817297844,8.636091644,10.02654987,7.954483378,10.30168913,3.521725067,8.862587601,10.57071429,6.478122192,11.88842767,10.1209973,9.03279425,12.81839173,3.691761006,11.30045822,6.676397125,10.03632075,7.219083558,8.434519317,6.171913747,5.473486074
302,2.827969452,2.098553459,8.825862534,3.565660377,4.553773585,7.919218329,4.151126685,6.79984726,1.361919137,9.059126685,6.344690027,4.843045822,2.851738544,4.84615903,3.315363881,3.145,7.5718531,6.518261456,3.800330189,10.12793127,4.617394429,3.494784367,1.547681941,3.404636119,3.565660377,2.54148248,7.118355795,7.071623989,1.826666667,6.606172507,4.811563342,3.028984726,4.988045822,1.7725,2.21,6.399568733,8.123045822,2.47,4.328045822,2.553261456,8.890575023,4.664238544,1.853103581,2.858333333,1.244568733,1.075545822,0.9012354,0.918180593,3.186623989,1.203908356,0.951192722,1.232318059,1.290431267,1.441954178,1.144238544,1.195045822,0.938045822,1.518477089,1.125938904,1.622,1.603261456,1.587969452,2.436954178,6.97893531,8.827412399,10.00045822,8.013773585,10.1908805,3.397394429,8.870660377,10.6286186,6.607987421,11.95480683,10.09306379,9.114501348,12.7214735,3.587681941,11.37017071,6.732506739,10.03188005,7.09754717,8.446990117,6.142911051,5.508445642
303,2.84,2.125,8.785,3.59,4.536666667,7.892,4.18,6.756666667,1.384,9.016,6.306,4.8575,2.865,4.855,3.35,3.16,7.61,6.5225,3.7875,10.055,4.626666667,3.4825,1.573333333,3.4,3.59,2.556,7.164,7.045,1.84,6.594,4.816,3.046666667,4.985,1.8025,2.195,6.4125,8.125,2.44,4.36,2.545,8.846666667,4.6225,1.782857143,2.768333333,1.24,1.075,0.898333333,0.903333333,3.145,1.22,0.9225,1.228333333,1.265,1.435,1.1275,1.224,0.9475,1.495,1.123333333,1.624,1.5525,1.553333333,2.385,7.2675,9.08,10.19,8.25,10.38333333,3.59,8.955,10.9475,6.826666667,12.19666667,10.45666667,9.276666667,12.98,3.893333333,11.6,7.153333333,10.3,7.303333333,8.84,6.523333333,5.81
304,2.855363881,2.149779874,8.710545822,3.614669811,4.555575023,7.881563342,4.180781671,6.634501347,1.457735849,9.031218329,6.310609164,4.881522911,2.884022911,4.858256963,3.361302785,3.181954178,7.608045822,6.510545822,3.746954178,9.998591644,4.548984726,3.462715633,1.606226415,3.411302785,3.614669811,2.585735849,7.237299191,6.969137466,1.889272237,6.590436658,4.815218329,3.123180593,5.019669811,1.843908356,2.235,6.401522911,8.089568733,2.423477089,4.313045822,2.501522911,8.746244384,4.621408356,1.844532153,2.755660377,1.258908356,1.1031469,0.9437646,0.847106918,3.181954178,1.25,0.958477089,1.242681941,1.290215633,1.418045822,1.145977089,1.243908356,0.950431267,1.494669811,1.139559749,1.632172507,1.5131469,1.495651393,2.349784367,7.478450135,9.311725067,10.34040431,8.576208446,10.46214735,3.737798742,9.165202156,11.34462938,7.241096137,12.61111411,10.81950584,9.359119497,13.34735849,4.064312668,11.67532794,7.416630728,10.38964286,7.500826595,8.955040431,6.573602875,5.962875112
305,2.838122192,2.139348607,8.690229111,3.623477089,4.543045822,7.837746631,4.257816712,6.59769991,1.505654987,9.004183288,6.31071159,4.888160377,2.871637466,4.823409704,3.339272237,3.182385445,7.546091644,6.450114555,3.768477089,9.965,4.575938904,3.499770889,1.605211141,3.377394429,3.623477089,2.581908356,7.226,6.948160377,1.926819407,6.584274933,4.849401617,3.171302785,4.978706199,1.838045822,2.225,6.363591644,8.037183288,2.458908356,4.348679245,2.536293801,8.708849955,4.666954178,1.848047748,2.68492363,1.248045822,1.097614555,0.951954178,0.855727763,3.183160377,1.322183288,0.982614555,1.249577718,1.319137466,1.458591644,1.140862534,1.241563342,0.936522911,1.434022911,1.140575023,1.584873315,1.541954178,1.523180593,2.362816712,7.625660377,9.370687332,10.61563342,8.754483378,10.36230009,3.815938904,9.228504043,11.49543127,7.388697215,12.62260557,10.88206649,9.274636119,13.38758311,4.003063792,11.63839173,7.553638814,10.45345013,7.563333333,9.009002695,6.584402516,5.769155436
306,2.849110512,2.166370171,8.661442049,3.612055256,4.471073675,7.738619946,4.333466307,6.560368373,1.486398922,8.925687332,6.236398922,4.83027628,2.87888814,4.830184187,3.400889488,3.205889488,7.53388814,6.431165768,3.809447439,9.965889488,4.595112309,3.552392183,1.656370171,3.393926325,3.612055256,2.54671159,7.197644205,6.940498652,1.903036837,6.505865229,4.818043127,3.152740341,4.974110512,1.879501348,2.251334232,6.334555256,8.019555256,2.493113208,4.420336927,2.597890836,8.662668464,4.725168464,1.938221024,2.739110512,1.17777628,1.043221024,0.914110512,0.875332435,3.106886792,1.280889488,0.962331536,1.190777179,1.266610512,1.407553908,1.165667116,1.257423181,0.962944744,1.460222372,1.164222821,1.59528841,1.582890836,1.577484276,2.39333558,7.693598383,9.403544474,10.97043127,8.864141959,10.41850854,3.831769991,9.401765499,11.56233154,7.316136568,12.61155436,10.8251752,9.366657682,13.39843666,3.963252471,11.63955076,7.628140162,10.52582884,7.446208446,8.99754717,6.440359389,5.748436658
307,2.82524708,2.17442947,8.582291105,3.617708895,4.45975292,7.652814016,4.266814016,6.47114106,1.458167116,8.867703504,6.180425876,4.804838275,2.853402965,4.828256963,3.43361186,3.229144205,7.518773585,6.410902965,3.874838275,9.953032345,4.613827493,3.618402965,1.659784366,3.414321653,3.617708895,2.581018868,7.178,6.8306469,1.882407907,6.454296496,4.80587062,3.117160827,4.945532345,1.92430593,2.29361186,6.316597035,7.98393531,2.52787062,4.46893531,2.622338275,8.640925427,4.76893531,1.917262226,2.761451033,1.18361186,1.039838275,0.918580413,0.812560647,3.01856469,1.25212938,0.91680593,1.167160827,1.23680593,1.38717655,1.174467655,1.286296496,0.990208895,1.459467655,1.186451033,1.591574124,1.64824124,1.6068823,2.456273585,7.64717655,9.35222372,10.86509434,8.80524708,10.36700809,3.778301887,9.31032345,11.69690027,7.262255166,12.74836478,10.86771788,9.3562354,13.51176101,4.108274933,11.78231806,7.675372866,10.70057951,7.346451033,8.912686433,6.30787062,5.81296496
308,2.791617251,2.153086254,8.575296496,3.599157682,4.434586702,7.594652291,4.278177898,6.451814915,1.42502965,8.800296496,6.098355795,4.766361186,2.83356469,4.808432165,3.466271339,3.221138814,7.503712938,6.378861186,3.875916442,9.939777628,4.581617251,3.604777628,1.667789758,3.419802336,3.599157682,2.579266846,7.137385445,6.801583558,1.851913746,6.391326146,4.731385445,3.076765498,4.938712938,1.909777628,2.289703504,6.306212938,7.957574124,2.557277628,4.49,2.62856469,8.566567835,4.778268194,1.832291105,2.688629829,1.202722372,1.031509434,0.910296496,0.811401617,2.934380054,1.165148248,0.869009434,1.107061994,1.18537062,1.353787062,1.152203504,1.266792453,0.971138814,1.432648248,1.156469003,1.599822102,1.670990566,1.568283918,2.457277628,7.671314016,9.483814016,11.10059299,8.896864331,10.42587601,3.589209344,9.244649596,11.74980458,7.168185085,12.40672956,10.89254268,9.309110512,13.60141959,4.169604672,11.86788859,7.765184187,10.6775,7.286864331,8.883333333,6.439407008,5.897987421
309,2.776054054,2.149216216,8.560202703,3.608364865,4.43145946,7.545221622,4.294,6.426666667,1.427264865,8.725383784,6.061427027,4.736783784,2.83,4.783468469,3.511225225,3.222905405,7.490608108,6.356783784,3.904540541,9.910662162,4.567819819,3.624540541,1.680882883,3.432990991,3.608364865,2.580691892,7.137589189,6.772756757,1.826054054,6.357427027,4.693427027,3.09,4.933364865,1.926324324,2.284486486,6.298824324,7.952243243,2.561837838,4.474081081,2.606581081,8.511153153,4.795202703,1.783552123,2.622648649,1.177756757,1.023162162,0.906630631,0.796225225,2.875662162,1.138162162,0.843364865,1.086495495,1.148364865,1.334945946,1.132445946,1.235956757,0.969945946,1.407905405,1.13754955,1.593589189,1.678364865,1.533603604,2.395,7.617040541,9.47772973,11.07448649,8.881891892,10.49789189,3.464162162,9.007648649,11.77786486,7.098018018,12.22306306,10.78828829,9.246594595,13.56727928,4.076396396,11.80311712,7.638630631,10.58739189,7.243945946,8.810396396,6.212378378,5.820684685
310,2.75,2.106045045,8.567675676,3.562148649,4.379067568,7.477951351,4.351816216,6.447675676,1.438837838,8.695767568,6.033767568,4.724128378,2.795871622,4.745076576,3.501162162,3.204128378,7.413777027,6.310695946,3.948432432,9.912209459,4.543333333,3.657675676,1.647828829,3.394108108,3.562148649,2.543021622,7.045205405,6.802094595,1.845504505,6.360372973,4.692372973,3.113567568,4.881162162,1.904128378,2.251743243,6.24272973,7.883486486,2.643608108,4.531513514,2.660932432,8.546126126,4.816804054,1.699069498,2.503369369,1.135810811,0.999533784,0.856626126,0.817869369,2.867966216,1.166513514,0.837675676,1.086396396,1.126337838,1.322209459,1.055114865,1.189394595,0.923081081,1.347905405,1.09372072,1.529021622,1.675466216,1.54472973,2.437094595,7.535412162,9.24477027,10.96767568,8.787828829,10.56589189,3.46318018,8.899540541,11.75279054,6.924648649,12.3107027,10.70046847,9.188918919,13.54442342,4.026513514,11.68100901,7.490774775,10.58470946,7.218531532,8.882333333,6.18109009,5.831396396
311,2.748054054,2.073747748,8.585635135,3.575,4.378882883,7.434821622,4.378508108,6.446396396,1.450486486,8.630475676,5.976313514,4.709148649,2.7875,4.702081081,3.491387387,3.191662162,7.381243243,6.267905405,3.984391892,9.876662162,4.545009009,3.666878378,1.620558559,3.384162162,3.575,2.548994595,6.983989189,6.814175676,1.823315316,6.338983784,4.703156757,3.125819819,4.841864865,1.878121622,2.239162162,6.200202703,7.812486486,2.655837838,4.511675676,2.689175676,8.491657657,4.822081081,1.640339768,2.43818018,1.117081081,0.999581081,0.853603604,0.83236937,2.816851351,1.150810811,0.844351351,1.081369369,1.106648649,1.298945946,1.013540541,1.148497297,0.910621622,1.330621622,1.082504505,1.501664865,1.661878378,1.511945946,2.413959459,7.296040541,8.874540541,10.63075676,8.384918919,10.2921982,3.236918919,8.822945946,11.45537838,6.619675676,12.14637838,10.2805045,8.992468468,13.27441441,3.682468468,11.38081081,7.137477477,10.32374324,6.919981982,8.614144144,5.905261261,5.588882883
312,2.753288289,2.086621622,8.649628378,3.555337838,4.35472973,7.382,4.445702703,6.47009009,1.452216216,8.590864865,5.923972973,4.686756757,2.796385135,4.720900901,3.551351351,3.217466216,7.402432432,6.268547297,4.057466216,9.877939189,4.556711711,3.722162162,1.638063063,3.390900901,3.555337838,2.539702703,6.918567568,6.898918919,1.786666667,6.345135135,4.717108108,3.136126126,4.841351351,1.910641892,2.227094595,6.194256757,7.794256757,2.677905405,4.540743243,2.744290541,8.490945946,4.826824324,1.517258687,2.369662162,1.112837838,0.978209459,0.820202703,0.879054054,2.757466216,1.11,0.819256757,1.065900901,1.059628378,1.296418919,1.024966216,1.149702703,0.905709459,1.354932432,1.077117117,1.475405405,1.672905405,1.569054054,2.434662162,7.075912162,8.708581081,10.28486486,8.20536036,10.0695045,3.027207207,8.641621622,11.25591216,6.307387387,11.90067568,9.913063063,8.797252252,13.10166667,3.691351351,11.27711712,6.978963964,10.25614865,6.832927928,8.431711712,5.787882883,5.496441441
313,2.779892183,2.118225516,8.662216981,3.552338275,4.340134771,7.338291105,4.479514825,6.472794249,1.50374124,8.59193531,5.947838275,4.717216981,2.819878706,4.76155885,3.623009883,3.247378706,7.452257412,6.302297844,4.087540431,9.770808625,4.526936209,3.692904313,1.656828392,3.406612759,3.552338275,2.516161725,6.87812938,6.922216981,1.812902066,6.369644205,4.77141779,3.1831177,4.887378706,1.959838275,2.254757412,6.239838275,7.775080863,2.63032345,4.4956469,2.750080863,8.500215633,4.797580863,1.4048402,2.310107817,1.109838275,0.965040431,0.801720575,0.912794249,2.777378706,1.1593531,0.872216981,1.119595687,1.074878706,1.312216981,1.022783019,1.162032345,0.912621294,1.382661725,1.076828392,1.47806469,1.635283019,1.556612759,2.400283019,6.759555256,8.588787062,9.87,7.963009883,9.973225517,2.981284816,8.622088949,10.98745957,6.033495058,11.58451932,9.702309075,8.683333333,12.76956873,3.542201258,11.00430368,6.781284816,9.951091644,6.526127583,8.251716083,5.465534591,5.364887691
314,2.800198198,2.156864865,8.659662162,3.551567568,4.322315315,7.290151351,4.496594595,6.454378378,1.535372973,8.593016216,5.925643243,4.748432432,2.850932432,4.804675676,3.684972973,3.310445946,7.516081081,6.299216216,4.12877027,9.745972973,4.557513513,3.692540541,1.690198198,3.425423423,3.551567568,2.517016216,6.857643243,6.882351351,1.811891892,6.386508108,4.801610811,3.220198198,4.93122973,2.0075,2.301567568,6.238283784,7.77,2.629108108,4.510972973,2.785932432,8.504828829,4.822986486,1.342833977,2.24663964,1.115972973,0.949405405,0.804702703,0.877711712,2.763135135,1.17627027,0.881864865,1.131144144,1.079554054,1.326567568,1.0225,1.162508108,0.924364865,1.394216216,1.07418018,1.483491892,1.646418919,1.506918919,2.418621622,6.730810811,8.746783784,9.711189189,7.966162162,9.977261261,3.064576577,8.612675676,10.81813514,6.034720721,11.42358559,9.639243243,8.638702703,12.66163964,3.62,10.97203604,6.778252252,9.893432432,6.598108108,8.230342342,5.451387387,5.422036036
315,2.870198198,2.180189189,8.717351351,3.535,4.272405405,7.229437838,4.627891892,6.484990991,1.572216216,8.554875676,5.913102703,4.748324324,2.914594595,4.810099099,3.703891892,3.35972973,7.548337838,6.304445946,4.145567568,9.679162162,4.523711712,3.65222973,1.686666667,3.445927928,3.535,2.484335135,6.83,6.960972973,1.808324324,6.383545946,4.810994595,3.285549549,4.976810811,2.043621622,2.32972973,6.265,7.714162162,2.578891892,4.503891892,2.797648649,8.444990991,4.810837838,1.268324324,2.167954955,1.06,0.901527027,0.768144144,0.948054054,2.746513514,1.212216216,0.888878378,1.141198198,1.081378378,1.317351351,1.028891892,1.128227027,0.908891892,1.398337838,1.062594595,1.494335135,1.576527027,1.491117117,2.371391892,6.675378378,8.476324324,9.688864865,7.938486486,9.782720721,2.898648649,8.611081081,10.68231081,5.986810811,11.15976577,9.400306306,8.43972973,12.39972973,3.23809009,10.74936937,6.640504505,9.659364865,6.436252252,8.210108108,5.429369369,5.140306306
316,2.931225225,2.21727928,8.67227027,3.537040541,4.258468468,7.174897297,4.678940541,6.454558558,1.624183784,8.516,5.893632432,4.735459459,2.970459459,4.816054054,3.73,3.40022973,7.569108108,6.316581081,4.242527027,9.644310811,4.57,3.743189189,1.675747748,3.432108108,3.537040541,2.472,6.791610811,6.970918919,1.829693694,6.383081081,4.826897297,3.325747748,4.991378378,2.08,2.358216216,6.27522973,7.651783784,2.632756757,4.571378378,2.911175676,8.476666667,4.872756757,1.20988417,2.095765766,1.015459459,0.8925,0.751054054,0.967891892,2.725891892,1.2,0.874081081,1.141648648,1.080891892,1.302243243,1.034540541,1.13147027,0.90772973,1.424540541,1.093027027,1.486367568,1.613189189,1.561837838,2.439108108,6.617567568,8.464891892,9.700918919,7.940468468,9.724252252,2.93027027,8.762648649,10.65448649,6.135405405,11.29077477,9.494864865,8.489279279,12.42877477,3.169045045,10.77153153,6.681153153,9.701067568,6.487585586,8.209009009,5.301189189,5.145441441
317,2.946072072,2.210387387,8.617702703,3.519418919,4.210045045,7.11692973,4.711589189,6.434882883,1.644302703,8.502821622,5.850875676,4.731540541,2.973594595,4.798720721,3.716756756,3.404486486,7.576472973,6.307054054,4.291851351,9.619418919,4.616486486,3.809797297,1.658630631,3.400684685,3.519418919,2.475178378,6.736821622,6.968662162,1.806666667,6.389535135,4.816,3.320684685,5.002567568,2.112364865,2.400891892,6.271540541,7.572054054,2.665,4.619864865,2.964418919,8.459315315,4.914864865,1.255150579,2.106486486,0.988081081,0.866540541,0.733675675,0.960774775,2.681540541,1.207945946,0.860445946,1.105045045,1.038013514,1.248527027,1.021540541,1.135232432,0.886472973,1.406608108,1.063423423,1.477232432,1.635445946,1.575891892,2.467432432,6.457675676,8.404324324,9.463837838,7.705891892,9.578126126,2.848720721,8.69972973,10.47931081,5.897171171,11.07333333,9.53809009,8.358954955,12.39868468,3.135621622,10.74972973,6.515981982,9.483391892,6.464702703,7.957855856,5.174882883,5.101279279
318,3.011666667,2.268333334,8.565,3.56875,4.219166667,7.111,4.736,6.391666667,1.642,8.42,5.796,4.6675,3.0425,4.828333333,3.783333333,3.41875,7.60625,6.3075,4.2725,9.52625,4.595,3.7575,1.683333333,3.426666667,3.56875,2.505,6.785,6.96125,1.773333333,6.353,4.793,3.328333333,5.0425,2.17625,2.4425,6.28,7.565,2.5625,4.565,2.88375,8.351666667,4.86625,1.27,2.139166667,1.055,0.88125,0.775,0.965,2.61375,1.145,0.82625,1.035,0.985,1.18125,1.0725,1.151,0.9075,1.42125,1.083333334,1.49,1.5875,1.551666667,2.4025,6.5125,8.255,9.53,7.741666667,9.4,2.903333333,8.7625,10.5275,5.94,10.98333333,9.4,8.361666667,12.425,3.153333333,10.575,6.465,9.4575,6.455,7.786666667,4.993333333,4.988333333
319,3.004108108,2.240297298,8.484797297,3.558081081,4.191324325,7.045481081,4.726767568,6.323063063,1.651124324,8.342854054,5.762302703,4.631337838,3.045067568,4.792945946,3.751279279,3.384486486,7.574040541,6.256986486,4.261986486,9.432297297,4.579315315,3.679351351,1.65,3.355891892,3.558081081,2.493535135,6.767945946,6.88877027,1.781369369,6.326194595,4.779481081,3.33990991,5.030959459,2.179040541,2.442054054,6.228013514,7.507945946,2.514864865,4.55,2.849932432,8.286576577,4.836027027,1.28765251,2.144432432,1.061027027,0.856472973,0.740045045,0.919522522,2.551405405,1.135891892,0.827878378,1.032603604,0.988905405,1.157364865,1.024932432,1.101535135,0.866986486,1.380445946,1.056072072,1.44,1.542878378,1.563243244,2.370891892,6.540256757,8.277108108,9.664378378,7.691585586,9.449027027,2.941765766,8.658891892,10.47594595,6.010936937,10.99962162,9.518792793,8.259387387,12.43634234,3.282864865,10.6825045,6.411261261,9.481189189,6.459261261,7.927423423,4.789945946,4.934234234
320,3.015121951,2.221192412,8.375182927,3.539776423,4.135867208,6.928471545,4.68796748,6.243631436,1.585186992,8.232650407,5.669512195,4.536036585,3.046341463,4.793333333,3.728157182,3.387723577,7.545406504,6.255223577,4.181077236,9.282865854,4.509349594,3.572642276,1.621788618,3.318753388,3.539776423,2.482,6.734715447,6.783130081,1.769051491,6.227544715,4.709186992,3.24596206,4.997906504,2.182012195,2.422235772,6.221565041,7.434471545,2.431341463,4.502235772,2.809065041,8.166856369,4.778577236,1.32670151,2.145826558,1.015447154,0.815894309,0.707086721,0.869376693,2.454654472,1.103577236,0.752195122,0.946558266,0.95152439,1.092195122,0.981788618,1.076715447,0.863170732,1.343394309,1.067262873,1.424146341,1.449695122,1.450542006,2.278800813,6.845792683,8.41304878,9.837317073,7.747913279,9.614878049,3.064227642,8.938577236,10.5870122,6.214769648,11.28886179,9.835176152,8.511192412,12.54742547,3.229539295,10.69780488,6.535230352,9.529288618,6.488509485,8.176883469,4.899810298,5.061355014
321,3.011819819,2.210135135,8.301135135,3.544418919,4.131279279,6.867048649,4.669091892,6.171009009,1.559372973,8.139978378,5.598605405,4.450351351,3.046743243,4.749495495,3.691279279,3.358459459,7.486918919,6.216364865,4.234243243,9.292297297,4.52,3.585202703,1.604882883,3.284612613,3.544418919,2.506767568,6.715210811,6.737324324,1.71845045,6.165048649,4.676162162,3.220774775,4.988283784,2.205783784,2.416918919,6.159824324,7.341918919,2.454243243,4.581567568,2.850405405,8.086900901,4.827324324,1.302857143,2.126045045,1.020756757,0.841716216,0.700117117,0.849882883,2.382675676,0.986162162,0.686337838,0.880756757,0.910378378,1.039216216,0.955202703,1.065859459,0.855202703,1.325783784,1.051819819,1.401091892,1.458837838,1.459495495,2.270378378,7.238635135,8.625243243,10.06394595,7.96427027,9.622990991,3.211675676,9.057972973,11.00924324,6.605117117,11.60120721,10.13508108,8.732252252,12.80628829,3.570234234,11.13733333,6.715081081,9.860324324,6.889423423,8.488846847,5.175513514,5.230126126
322,3.047850045,2.202850045,8.14395664,3.504112466,4.114783197,6.815289973,4.61297019,6.06699187,1.559485095,8.055100271,5.563165312,4.382906504,3.070887534,4.735483288,3.666666667,3.355968835,7.471131436,6.230968835,4.283224932,9.217825203,4.518925023,3.595081301,1.618925023,3.294516712,3.504112466,2.480449864,6.644579946,6.687100271,1.690216803,6.11497019,4.637615176,3.208066848,4.987581301,2.244918699,2.420162602,6.14701897,7.353387534,2.501612466,4.641449864,2.884918699,8.020216803,4.844193767,1.29838947,2.130108401,0.976775068,0.829756098,0.645966577,0.809033423,2.33951897,0.956775068,0.660968835,0.849141825,0.918387534,1.011131436,0.969112466,1.101224932,0.865,1.325887534,1.074516712,1.440710027,1.454112466,1.474516712,2.261937669,7.30653794,8.495813008,10.23872629,8.02398374,9.63828365,3.355808491,9.09098916,11.17259485,6.673233966,11.71914182,10.24119241,8.862059621,12.97958446,3.702899729,11.17634146,6.768608853,9.938319783,6.909259259,8.478726287,5.314001807,5.399141825
323,3.000397471,2.182985546,8.029403794,3.514776423,4.123134598,6.767463415,4.551761518,5.989304426,1.570807588,8.016449864,5.528747967,4.343733062,3.032723577,4.714652213,3.648906956,3.3275,7.417201897,6.184627371,4.244627371,9.121605691,4.45567299,3.526680217,1.606567299,3.263333333,3.514776423,2.482417344,6.618059621,6.599254743,1.688807588,6.091224932,4.64498645,3.215871726,4.947947154,2.255298103,2.400596206,6.082350949,7.34,2.474850949,4.649701897,2.849627371,7.942140921,4.803509485,1.30878436,2.130198735,0.974850949,0.845298103,0.644900632,0.759602529,2.336605691,0.969403794,0.691903794,0.862538392,0.934329268,1.021829268,0.947649051,1.116059621,0.847723577,1.307276423,1.075871726,1.399880759,1.431754743,1.416467932,2.184701897,7.492655827,8.729336043,10.23463415,8.172990063,9.771400181,3.701147245,8.885081301,11.28802846,6.832095754,11.96179765,10.3763234,9.122746161,13.15766938,4.151644083,11.55822042,7.021300813,10.06705962,7.038563686,8.538066847,5.309954833,5.66403794
324,2.96630533,2.149467028,7.932615176,3.5075,4.121142728,6.731154472,4.508308943,5.905600722,1.475257453,7.88104065,5.41398916,4.254857724,3.004728997,4.692800362,3.587009937,3.308014905,7.369200542,6.149728997,4.234471545,9.041443089,4.417371274,3.482371274,1.587886179,3.254381211,3.5075,2.520845528,6.602102981,6.54604336,1.606133695,6.005463415,4.572834688,3.133676604,4.93354336,2.252757453,2.399457995,6.057886179,7.291829268,2.436314363,4.634742547,2.864742547,7.847714544,4.721443089,1.294816106,2.104819331,0.997371274,0.874214092,0.644914183,0.710609756,2.249600271,0.912628726,0.625386179,0.816314363,0.883157182,0.966842818,0.932228997,1.088514905,0.832886179,1.282886179,1.034552846,1.365463415,1.398685637,1.402113821,2.170928184,7.315941734,8.364457995,9.933658537,8.175654923,9.639810298,3.554209575,8.778170732,11.03710027,6.676151762,11.74649503,10.13262873,8.768762421,12.91175248,4.108780488,11.08908762,6.78,9.832371274,6.851219512,8.430551039,5.171562782,5.359467028
325,2.959259259,2.137037037,7.946944444,3.533055556,4.123148148,6.693111111,4.540222222,5.892222223,1.441333333,7.822888889,5.371111111,4.218888889,2.996388889,4.659444444,3.567037037,3.285,7.325277778,6.081111111,4.196944444,8.932777778,4.369259259,3.423333333,1.562962963,3.236666667,3.533055556,2.549777778,6.565777778,6.534166667,1.578148148,5.945333333,4.567111111,3.114444444,4.938333333,2.240833333,2.363888889,6.018055556,7.266111111,2.429444444,4.583888889,2.862222222,7.802222223,4.697777778,1.219047619,2.018333333,1.011111111,0.885833333,0.660740741,0.733148148,2.226944444,0.884444444,0.598611111,0.817222222,0.876666667,0.999722222,0.921111111,1.068888889,0.836111111,1.286111111,1.012592592,1.346666667,1.375277778,1.386666667,2.181388889,7.261944444,8.116666667,10.33888889,8.326296296,9.652592593,3.596296296,8.926111111,11.01416667,6.714814815,11.9237037,10.21407407,8.846666667,12.7537037,4.002962963,11.17074074,6.961111111,9.953333333,6.974444444,8.603333333,5.24037037,5.355555556
326,2.923875339,2.121178862,7.963678862,3.497520325,4.053224932,6.567089431,4.581252033,5.906937669,1.472617886,7.83,5.368292683,4.243455285,2.95945122,4.666558266,3.548482385,3.287906504,7.301747967,6.087134146,4.163272358,8.875955285,4.284336043,3.385386179,1.575663957,3.217967479,3.497520325,2.499252033,6.486471545,6.541544715,1.637696477,5.962617886,4.605691057,3.150514905,4.940406504,2.250020325,2.364634146,6.022906504,7.287317073,2.393861789,4.551544715,2.878861789,7.736422764,4.692296748,1.241440186,2.012317073,0.945406504,0.82847561,0.607073171,0.762195122,2.24,0.916910569,0.621341463,0.867560975,0.940569106,1.065,0.911565041,1.080943089,0.845020325,1.297906504,1.027208672,1.357869919,1.341341463,1.35897019,2.174817073,7.349207317,8.215,10.46837398,8.63598916,9.970460705,3.613062331,9.054227642,11.07278455,6.768726287,11.75940379,10.29921409,8.918211382,12.68818428,4.153604336,11.38176152,7.249457995,10.1026626,7.140216802,8.645121951,5.578373984,5.542249322
